band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,45000.0,0.1,2.6,0.0082095055450042,150.0,0.09,3.0,1.4727583896065e-17,0.008117170077269364,150.0,28476
5,117000.0,0.1,2.1,0.0055914141140801,350.0,0.1,2.1,1.4353130787677016e-14,0.0055914141140801,350.0,58500
8,189000.0,0.1,2.6,0.0051440190667091,300.0,0.1,2.6,1.793794744430695e-15,0.0051440190667091,300.0,70875
11,495000.0,0.1,2.7,0.003739003164514,200.0,0.11,2.4,1.0351234724604265e-13,0.0035098002335690603,225.0,156619
14,1134000.0,0.1,3.1,0.0026551511115235,200.0,0.09,3.5,2.4433976438825136e-19,0.0024240512510600443,175.0,318937
17,2574000.0,0.1,2.9,0.0020408949448707,150.0,0.1,2.9,1.1198402435664507e-16,0.0020408949448707,150.0,458115
20,5967000.0,0.1,2.6,0.0033613042945208,200.0,0.1,2.6,1.127197940956684e-16,0.0033613042945208,200.0,157332
23,13887000.0,0.1,2.2,0.0043591389864826,200.0,0.1,2.2,1.0785013522595867e-16,0.0043591389864826,200.0,97749
26,31968000.0,0.1,1.6,0.0061146056687891,250.0,0.11,1.2,2.3568967802675466e-14,0.005546004843428043,225.0,62437
29,73701000.0,0.1,1.0,0.0098277016092854,300.0,0.09,1.3,2.2446361852149025e-19,0.008691444681392158,275.0,25615
32,59634000.0,0.1,1.9,0.0110664968445707,500.0,0.09,2.2,1.3048443355224317e-21,0.010261545484477573,475.0,18424
