layer,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,2446.0,4.4,-0.3,0.0071579959917641,0.0,4.4,-0.3,5599.71629649062,0.0071579959917641,0.0,35254
3,9784.0,1.3,-0.7,0.0073217213986551,0.0,1.1,-0.64,1071.9411827666684,0.006931492317544641,0.0,37147
4,39136.0,0.8,-0.9,0.0059757248266599,0.0,0.9,-0.94,297.66992199662786,0.005031897897468274,0.0,74296
5,156544.0,0.6,-1.0,0.0062700396278205,0.0,0.7,-1.05,57.82467423377844,0.005305077476849607,0.0,66042
6,626176.0,0.6,-1.1,0.0133781687823001,100.0,0.8,-1.13,17.06301269630409,0.012759632500224494,125.0,11007
7,2504704.0,0.7,-1.2,0.0214691524839826,75.0,1.1,-1.23,6.732073513053696,0.019058473104709317,75.0,4892
8,10018816.0,0.5,-1.1,0.0069125331804135,250.0,0.5,-1.12,0.26842670595389245,0.004604054373671937,150.0,88056
9,40075264.0,0.4,-1.1,0.0050491612286489,75.0,0.4,-1.1,0.0317809434861113,0.0050491612286489,75.0,74296
