filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,"(2.0, 0.5, 0.044)",39245.285,31006.715,48005.785,4.676759,2.608479,13.187292,262144000.0,"(2.0, 0.5, 0.044)",0.003413184060826,0.8,-0.9,48091.82792347745,0.0,39245.28515625,8.387993035035688e-05,0.0024553866660984,0.9,-0.92,59505.01123395615,0.0,324000,132.013,0.0485634,0.0,114.692,0.0211988,0.0,92.4398,0.024825,0.0,0.0
1,"(2.0, 0.5, 0.065)",16579.19,13166.643,20803.008,5.27503,2.8818128,13.977053,262144000.0,"(2.0, 0.5, 0.065)",0.0033948634392279,0.7,-0.9,15847.5447120166,0.0,16579.189453125,8.387993035035688e-05,0.0029367578940158,0.73,-0.9,17237.86738866205,0.0,216000,82.1287,0.0512509,0.0,71.4413,0.0239403,0.0,57.2073,0.0268208,0.0,0.0
2,"(2.0, 0.5, 0.096)",6968.4014,5543.357,8700.06,6.095789,3.0028665,19.585115,262144000.0,"(2.0, 0.5, 0.096)",0.0041495971810189,0.7,-0.9,6385.220742485192,50.0,6968.4013671875,8.387993035035688e-05,0.0026204352611611,0.67,-0.9,6062.13098002672,0.0,256000,51.8944,0.0524838,0.0,45.0659,0.0253546,0.0,36.0493,0.0283446,0.0,0.0
3,"(2.0, 0.5, 0.141)",2952.4192,2300.615,3731.2144,6.708761,3.4308815,18.653788,262144000.0,"(2.0, 0.5, 0.141)",0.0043322229069839,0.6,-0.9,1962.29382474128,0.0,2952.419189453125,8.387993035035688e-05,0.003758083893366,0.6,-0.91,2007.5818519537168,0.0,128000,32.2308,0.056234,0.0,27.981,0.029215,0.0,22.296,0.0317646,0.0,0.0
4,"(2.0, 0.5, 0.208)",1229.9335,937.2194,1541.8877,8.003238,4.211707,24.878012,262144000.0,"(2.0, 0.5, 0.208)",0.0060235693271764,0.6,-0.9,750.6917538726603,100.0,1229.9334716796875,8.387993035035688e-05,0.0041551388699143,0.45,-0.8,239.2714032316534,0.0,108000,19.9384,0.0567986,0.0,17.4185,0.0295028,0.0,13.8321,0.0308399,0.0,0.0
5,"(2.0, 0.5, 0.306)",452.4206,342.8745,586.57184,9.342139,4.2263303,33.297684,262144000.0,"(2.0, 0.5, 0.306)",0.0048152045869631,0.3,-0.5,3.2308053161769923,0.0,452.4205932617187,8.387993035035688e-05,0.0035850782642915,0.4,-0.76,45.17071962974348,0.0,144000,11.807,0.0559714,0.0,10.3591,0.0287185,0.0,8.19555,0.0291413,0.0,0.0
6,"(2.0, 0.5, 0.45)",276.71317,208.01027,370.22266,9.660567,4.7737246,34.553093,262144000.0,"(2.0, 0.5, 0.45)",0.0036715283838788,0.3,-0.5,1.9760514414425996,0.0,276.7131652832031,8.387993035035688e-05,0.0027692325331643,0.34,-0.6,6.79040297924748,0.0,243000,9.39618,0.0529918,0.0,8.25635,0.0258906,0.0,6.50879,0.0262276,0.0,0.0
7,"(2.0, 1.0, 0.044)",53970.625,43450.82,67869.33,5.8993616,3.084779,16.113642,262144000.0,"(2.0, 1.0, 0.044)",0.0027880577739013,0.7,-0.8,40845.399187831346,50.0,53970.625,8.387993035035688e-05,0.001424374994137,0.65,-0.8,35863.149044871345,0.0,864000,152.824,0.0462259,0.0,133.177,0.0188076,0.0,106.879,0.0220514,0.0,0.0
8,"(2.0, 1.0, 0.065)",22259.05,17401.709,28885.777,6.901822,3.1864069,29.359457,262144000.0,"(2.0, 1.0, 0.065)",0.0020644680256363,0.6,-0.8,11974.325192224202,0.0,22259.05078125,8.387993035035688e-05,0.0014624471687344,0.6,-0.81,12215.079755446252,0.0,864000,95.1788,0.0478362,0.0,83.0196,0.0204923,0.0,66.3638,0.0231699,0.0,0.0
9,"(2.0, 1.0, 0.096)",9502.156,7498.7383,12138.363,7.317565,3.4681005,29.839426,262144000.0,"(2.0, 1.0, 0.096)",0.0031146152361255,0.7,-0.9,8646.581600806223,50.0,9502.15625,8.387993035035688e-05,0.0016793296034985,0.55,-0.8,3934.3060528503447,0.0,648000,60.5755,0.0496286,0.0,52.7678,0.0224512,0.0,42.0928,0.0251179,0.0,0.0
