filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
0,"(2.0, 0.5, 0.044)",39245.285,31006.715,48005.785,4.676759,2.608479,13.187292,262144000.0,"(2.0, 0.5, 0.044)",0.00341318406082608,0.8,-0.9,48091.82792347745,0.0,39245.285,8.387993035035688e-05
1,"(2.0, 0.5, 0.065)",16579.19,13166.643,20803.008,5.27503,2.8818128,13.977053,262144000.0,"(2.0, 0.5, 0.065)",0.003394863439227902,0.7,-0.9,15847.544712016599,0.0,16579.19,8.387993035035688e-05
2,"(2.0, 0.5, 0.096)",6968.4014,5543.357,8700.06,6.095789,3.0028665,19.585115,262144000.0,"(2.0, 0.5, 0.096)",0.004149597181018927,0.7,-0.9,6385.220742485192,50.0,6680.0117,8.387993035035688e-05
3,"(2.0, 0.5, 0.141)",2952.4192,2300.615,3731.2144,6.708761,3.4308815,18.653788,262144000.0,"(2.0, 0.5, 0.141)",0.004332222906983929,0.6,-0.9,1962.2938247412799,0.0,2952.4192,8.387993035035688e-05
4,"(2.0, 0.5, 0.208)",1229.9335,937.2194,1541.8877,8.003238,4.211707,24.878012,262144000.0,"(2.0, 0.5, 0.208)",0.0060235693271764035,0.6,-0.9,750.6917538726603,100.0,1129.4724,8.387993035035688e-05
5,"(2.0, 0.5, 0.306)",452.4206,342.8745,586.57184,9.342139,4.2263303,33.297684,262144000.0,"(2.0, 0.5, 0.306)",0.004815204586963162,0.3,-0.5,3.2308053161769923,0.0,452.4206,8.387993035035688e-05
6,"(2.0, 0.5, 0.45)",276.71317,208.01027,370.22266,9.660567,4.7737246,34.553093,262144000.0,"(2.0, 0.5, 0.45)",0.0036715283838788387,0.3,-0.5,1.9760514414425996,0.0,276.71317,8.387993035035688e-05
7,"(2.0, 1.0, 0.044)",53970.625,43450.82,67869.33,5.8993616,3.084779,16.113642,262144000.0,"(2.0, 1.0, 0.044)",0.0027880577739013562,0.7,-0.8,40845.399187831346,50.0,51703.066,8.387993035035688e-05
8,"(2.0, 1.0, 0.065)",22259.05,17401.709,28885.777,6.901822,3.1864069,29.359457,262144000.0,"(2.0, 1.0, 0.065)",0.0020644680256363124,0.6,-0.8,11974.325192224202,0.0,22259.05,8.387993035035688e-05
9,"(2.0, 1.0, 0.096)",9502.156,7498.7383,12138.363,7.317565,3.4681005,29.839426,262144000.0,"(2.0, 1.0, 0.096)",0.003114615236125551,0.7,-0.9,8646.581600806223,50.0,9045.774,8.387993035035688e-05
10,"(2.0, 1.0, 0.141)",3963.2007,3063.3455,5090.001,7.8169575,3.5533602,26.669594,262144000.0,"(2.0, 1.0, 0.141)",0.0028859563345201567,0.7,-0.9,3592.8997073592764,50.0,3758.7756,8.387993035035688e-05
11,"(2.0, 1.0, 0.208)",1619.248,1204.1598,2140.3523,9.698256,4.3232713,40.272106,262144000.0,"(2.0, 1.0, 0.208)",0.004033986383547239,0.6,-0.9,977.5392645271058,100.0,1470.7816,8.387993035035688e-05
12,"(2.0, 1.0, 0.306)",660.498,484.9301,896.3277,11.524332,4.8398185,55.618614,262144000.0,"(2.0, 1.0, 0.306)",0.0034396173814212894,0.3,-0.5,4.716718106465833,0.0,660.498,8.387993035035688e-05
13,"(2.0, 1.0, 0.45)",318.8295,238.68187,432.54227,14.915209,5.7296576,72.80457,262144000.0,"(2.0, 1.0, 0.45)",0.0025464625937898777,0.2,-0.1,0.005750892826317011,0.0,318.8295,8.387993035035688e-05
14,"(3.0, 0.5, 0.044)",39246.88,31514.248,49476.91,5.8618803,3.2010446,19.807339,262144000.0,"(3.0, 0.5, 0.044)",0.004747012462895182,0.7,-0.9,36015.527084091744,50.0,37678.28,8.387993035035688e-05
15,"(3.0, 0.5, 0.065)",16343.364,12688.287,21025.93,7.1685724,3.5979724,20.26508,262144000.0,"(3.0, 0.5, 0.065)",0.003505365168832153,0.6,-0.9,10862.442187467024,0.0,16343.364,8.387993035035688e-05
16,"(3.0, 0.5, 0.096)",6585.608,5197.8853,8329.337,7.6705523,3.7175505,31.154324,262144000.0,"(3.0, 0.5, 0.096)",0.005518708754294721,0.6,-0.9,4166.228495934037,50.0,6268.4053,8.387993035035688e-05
17,"(3.0, 0.5, 0.141)",2765.9795,2110.4917,3612.9736,9.21299,4.566276,38.013428,262144000.0,"(3.0, 0.5, 0.141)",0.004890920765888318,0.5,-0.9,1047.7195046164773,0.0,2765.9795,8.387993035035688e-05
18,"(3.0, 0.5, 0.208)",1208.4543,890.02637,1658.2463,10.850145,5.232855,41.073315,262144000.0,"(3.0, 0.5, 0.208)",0.007274206342269052,0.3,-0.7,15.151756560133286,0.0,1208.4543,8.387993035035688e-05
19,"(3.0, 0.5, 0.306)",449.56696,336.92648,637.16644,14.872971,6.1052485,75.72235,262144000.0,"(3.0, 0.5, 0.306)",0.003953797825780092,0.2,-0.2,0.010876469135224937,0.0,449.56696,8.387993035035688e-05
20,"(3.0, 0.5, 0.45)",214.00264,153.26472,315.3718,16.318907,6.9413486,81.22375,262144000.0,"(3.0, 0.5, 0.45)",0.0029159798239327683,0.2,-0.2,0.005177411456738564,0.0,214.00264,8.387993035035688e-05
21,"(3.0, 1.0, 0.044)",46745.906,35934.402,63265.22,9.631671,4.532831,34.744553,262144000.0,"(3.0, 1.0, 0.044)",0.002566810430483346,0.5,-0.8,13115.848214285717,50.0,44069.25,8.387993035035688e-05
22,"(3.0, 1.0, 0.065)",18888.965,13818.59,25906.143,12.479183,4.586574,47.220802,262144000.0,"(3.0, 1.0, 0.065)",0.00441016337133604,0.4,-0.7,1506.949706001791,50.0,17528.43,8.387993035035688e-05
23,"(3.0, 1.0, 0.096)",7646.3076,5932.3496,10688.087,12.672022,4.8834553,70.082726,262144000.0,"(3.0, 1.0, 0.096)",0.004302813269663253,0.4,-0.8,848.2030877668891,0.0,7646.3076,8.387993035035688e-05
24,"(3.0, 1.0, 0.141)",3284.2842,2395.64,4794.338,15.995546,5.6754155,89.369255,262144000.0,"(3.0, 1.0, 0.141)",0.005172172197465019,0.4,-0.8,335.6346791571004,50.0,3025.6504,8.387993035035688e-05
25,"(3.0, 1.0, 0.208)",1392.0839,1019.7853,2024.9922,15.606857,5.806855,74.83079,262144000.0,"(3.0, 1.0, 0.208)",0.006006655313138154,0.3,-0.7,17.454127140118228,0.0,1392.0839,8.387993035035688e-05
26,"(3.0, 1.0, 0.306)",523.1902,365.6538,807.7735,23.691965,6.7041283,150.15762,262144000.0,"(3.0, 1.0, 0.306)",0.004259768677889186,0.2,-0.3,0.01730126274956595,0.0,523.1902,8.387993035035688e-05
27,"(3.0, 1.0, 0.45)",233.24254,155.96465,391.32056,29.196533,7.8228116,182.4036,262144000.0,"(3.0, 1.0, 0.45)",0.0028190101901065523,0.1,1.0,4.901723679401429e-13,0.0,233.24254,8.387993035035688e-05
28,"(4.0, 0.5, 0.044)",39469.312,31625.5,51589.23,6.682502,2.8534405,27.178423,262144000.0,"(4.0, 0.5, 0.044)",0.0027009027851044864,0.8,-0.9,46091.18676639924,50.0,37612.664,8.387993035035688e-05
29,"(4.0, 0.5, 0.065)",16664.488,12443.621,23573.709,11.854981,3.7144578,59.929115,262144000.0,"(4.0, 0.5, 0.065)",0.0042795259577365075,0.9,-1.0,26463.10531575041,100.0,14924.223,8.387993035035688e-05
30,"(4.0, 0.5, 0.096)",6604.4487,5140.3496,8668.224,8.532404,3.7152567,52.80464,262144000.0,"(4.0, 0.5, 0.096)",0.0053541675539350575,0.6,-0.9,4159.006709628799,50.0,6257.5396,8.387993035035688e-05
31,"(4.0, 0.5, 0.141)",2820.8447,2068.4375,3971.9556,11.539831,4.4776144,51.788918,262144000.0,"(4.0, 0.5, 0.141)",0.005069483367028282,0.4,-0.8,312.91563548960823,0.0,2820.8447,8.387993035035688e-05
