band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,720.0,0.2,13.0,0.0127232106427101,0.0,0.2,13.0,100000.0,0.0127232106427101,0.0,11673
5,7200.0,0.1,3.7,0.0124506734100827,100.0,0.1,3.7,0.0013211014572236,0.0124506734100827,100.0,12150
8,13680.0,0.1,6.5,0.0104943616373814,200.0,0.1,6.1,7.558083980124595e-06,0.009642781306741201,175.0,20520
11,28080.0,0.2,9.4,0.0039527676623288,150.0,0.19,9.5,3961.983494781655,0.0036224395660896525,125.0,142155
14,56160.0,0.1,0.7,0.0238658075994133,0.0,0.12,0.3,9185.283268642967,0.02317593867356793,0.0,3510
17,450720.0,0.1,9.9,0.0049778336629274,0.0,0.1,9.9,8.006497811299766e-07,0.0049778336629274,0.0,71304
20,901440.0,0.1,12.0,0.0010473444892167,25.0,0.1,12.0,8.593861648153275e-09,0.0010473444892167,25.0,1711327
23,7211520.0,0.2,5.7,0.0011086881233597,50.0,0.2,5.7,56609.6291587893,0.0011086881233597,50.0,1521180
26,3605760.0,0.2,3.6,0.000634910231206,0.0,0.21,3.4,57459.64450781562,0.0003907879101555656,0.0,12169440
30,7211520.0,0.1,4.8,0.0017224698746161,0.0,0.1,4.8,1.3603738410602902e-08,0.0017224698746161,0.0,641746
