filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
0,"(2.0, 0.5, 0.044)",96.52592,70.52858,161.91777,19.178097,3.5131013,155.58534,160000000.0,"(2.0, 0.5, 0.044)",0.010890107526111303,3.3,-1.2,450.0730794016112,0.0,96.52592,0.00010736608296131946
1,"(2.0, 0.5, 0.065)",39.640656,29.082182,68.552986,24.873302,4.0307007,218.63226,160000000.0,"(2.0, 0.5, 0.065)",0.009132229465169006,2.0,-1.2,161.74063295049473,50.0,36.007687,0.00010736608296131946
2,"(2.0, 0.5, 0.096)",17.815247,12.593767,35.41914,39.990158,4.784158,295.93878,160000000.0,"(2.0, 0.5, 0.096)",0.008869508885313238,9.9,-1.2,63.33919426112577,200.0,13.96377,0.00010736608296131946
3,"(2.0, 0.5, 0.141)",7.1280894,4.9332933,16.395422,52.462814,5.2514405,315.33246,160000000.0,"(2.0, 0.5, 0.141)",0.007169213465152535,0.6,-1.1,8.106798904538643,0.0,7.1280894,0.00010736608296131946
4,"(2.0, 0.5, 0.208)",2.827215,1.798519,8.435795,99.624886,7.0445685,497.4184,160000000.0,"(2.0, 0.5, 0.208)",0.00866902963521754,0.5,-1.0,1.0303443670272827,200.0,2.0606887,0.00010736608296131946
5,"(2.0, 0.5, 0.306)",0.84909546,0.52559584,3.3292933,202.20428,5.845236,593.34467,160000000.0,"(2.0, 0.5, 0.306)",0.004564029011188325,0.1,1.1,1.2745871953011965e-15,0.0,0.84909546,0.00010736608296131946
6,"(2.0, 0.5, 0.45)",0.5098412,0.3295092,1.7854595,138.65001,5.8088465,532.17316,160000000.0,"(2.0, 0.5, 0.45)",0.0027694662858646635,0.1,1.5,2.2099816832357897e-16,0.0,0.5098412,0.00010736608296131946
7,"(2.0, 1.0, 0.044)",122.0471,91.58944,198.60153,18.166317,3.7008302,162.12465,160000000.0,"(2.0, 1.0, 0.044)",0.013232202562039386,20.0,-1.2,542.6253328324441,0.0,122.0471,0.00010736608296131946
8,"(2.0, 1.0, 0.065)",50.50706,36.873737,92.11907,23.864079,3.7816656,200.23338,160000000.0,"(2.0, 1.0, 0.065)",0.008395879391196265,9.9,-1.2,208.0705288797593,50.0,45.871265,0.00010736608296131946
9,"(2.0, 1.0, 0.096)",23.151463,16.282751,51.38758,47.383324,4.666362,344.23026,160000000.0,"(2.0, 1.0, 0.096)",0.007866777424395122,9.9,-1.2,82.04265940508178,200.0,18.08714,0.00010736608296131946
10,"(2.0, 1.0, 0.141)",9.308575,6.47811,24.110079,65.71851,5.5816026,406.29,160000000.0,"(2.0, 1.0, 0.141)",0.007876465713838321,0.6,-1.1,9.262046546368543,50.0,8.1438675,0.00010736608296131946
11,"(2.0, 1.0, 0.208)",3.8609498,2.5095267,9.996479,72.26375,5.8572197,407.95264,160000000.0,"(2.0, 1.0, 0.208)",0.005762372295863405,0.5,-1.0,1.5663069486618042,100.0,3.132614,0.00010736608296131946
12,"(2.0, 1.0, 0.306)",1.3179938,0.8524905,3.4927852,81.94581,6.8970284,419.463,160000000.0,"(2.0, 1.0, 0.306)",0.006283835534367455,0.4,-0.8,0.10700070295566255,200.0,0.96458066,0.00010736608296131946
13,"(2.0, 1.0, 0.45)",0.47919533,0.31952858,1.620515,144.61426,5.756499,530.12067,160000000.0,"(2.0, 1.0, 0.45)",0.0034230537801180905,0.1,1.5,2.0771426215472921e-16,0.0,0.47919533,0.00010736608296131946
14,"(3.0, 0.5, 0.044)",90.89836,67.88384,133.41454,14.945318,4.4555492,90.04293,160000000.0,"(3.0, 0.5, 0.044)",0.007415191680576472,5.9,-1.2,370.29910523847786,100.0,80.17852,0.00010736608296131946
15,"(3.0, 0.5, 0.065)",35.85106,25.82968,61.419403,21.411488,4.5926595,174.89815,160000000.0,"(3.0, 0.5, 0.065)",0.010388418255055876,1.1,-1.2,117.63146805678714,50.0,32.835175,0.00010736608296131946
16,"(3.0, 0.5, 0.096)",17.204351,12.155382,32.61317,33.828037,5.360441,255.44649,160000000.0,"(3.0, 0.5, 0.096)",0.009777589476742676,1.1,-1.2,52.407380017168784,100.0,14.628785,0.00010736608296131946
17,"(3.0, 0.5, 0.141)",6.772909,4.5482025,15.977251,57.96097,6.8450637,364.75348,160000000.0,"(3.0, 0.5, 0.141)",0.008383139455356736,0.5,-1.1,4.703409141964383,0.0,6.772909,0.00010736608296131946
18,"(3.0, 0.5, 0.208)",2.6080043,1.6357431,7.685731,99.376114,7.2731924,472.67242,160000000.0,"(3.0, 0.5, 0.208)",0.008848942459669162,0.3,-0.8,0.03835304654267687,50.0,2.2114675,0.00010736608296131946
19,"(3.0, 0.5, 0.306)",0.75800353,0.48373905,3.140188,221.96606,6.9671483,629.0734,160000000.0,"(3.0, 0.5, 0.306)",0.004018946558002889,0.1,1.0,1.59298723589479e-15,0.0,0.75800353,0.00010736608296131946
20,"(3.0, 0.5, 0.45)",0.33051336,0.18813431,2.3378363,772.1229,6.252103,798.05853,160000000.0,"(3.0, 0.5, 0.45)",0.0022400739904543387,0.1,2.1,2.1222639464479185e-17,50.0,0.24568498,0.00010736608296131946
21,"(3.0, 1.0, 0.044)",110.84923,81.5424,230.79407,32.789,4.586549,275.76703,160000000.0,"(3.0, 1.0, 0.044)",0.006629439000039664,3.7,-1.2,445.9911458354476,100.0,95.59925,0.00010736608296131946
22,"(3.0, 1.0, 0.065)",43.04992,31.705318,63.608425,14.304953,4.3026934,99.750885,160000000.0,"(3.0, 1.0, 0.065)",0.00694770685802093,9.9,-1.2,162.83508331971504,200.0,35.89865,0.00010736608296131946
23,"(3.0, 1.0, 0.096)",20.301582,15.171943,34.3861,22.02613,5.4767995,166.178,160000000.0,"(3.0, 1.0, 0.096)",0.008928852120894504,2.1,-1.2,73.82824722962398,200.0,16.315397,0.00010736608296131946
24,"(3.0, 1.0, 0.141)",8.39048,5.576129,20.02612,56.828236,6.750572,361.4873,160000000.0,"(3.0, 1.0, 0.141)",0.008105973823414492,0.5,-1.1,5.072947674327428,50.0,7.3050447,0.00010736608296131946
25,"(3.0, 1.0, 0.208)",3.0158486,1.9621216,9.453953,113.93228,7.6709623,463.99417,160000000.0,"(3.0, 1.0, 0.208)",0.008032805105446683,0.3,-0.9,0.07515392749098139,0.0,3.0158486,0.00010736608296131946
26,"(3.0, 1.0, 0.306)",1.0902603,0.6976589,2.6660857,80.65304,7.830838,393.4912,160000000.0,"(3.0, 1.0, 0.306)",0.004831083900064814,0.1,0.8,4.657201520525098e-15,0.0,1.0902603,0.00010736608296131946
27,"(3.0, 1.0, 0.45)",0.35595542,0.19601917,2.952426,1146.8002,6.1799083,827.36975,160000000.0,"(3.0, 1.0, 0.45)",0.0024958412258425655,0.1,2.1,2.212847001817504e-17,50.0,0.25617138,0.00010736608296131946
28,"(4.0, 0.5, 0.044)",88.3371,68.54647,129.03404,12.606155,3.475953,90.4232,160000000.0,"(4.0, 0.5, 0.044)",0.01035188093283651,5.6,-1.2,408.66423376199873,0.0,88.3371,0.00010736608296131946
