band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,best_augmented_var,kstest_stat_minus100
2,1168.4829,1168.4829,1103.5192,1067.5526,1038.4647,1013.8671,972.1236,937.02,907.0396,880.72064,857.0982,796.88336,0.0076118636681482,0.0075237737474319,0.0066720924960587,0.0063065970647595,0.0063255485926942,0.0063450971755989,0.0063749803678161,0.0077372180263013,0.0089773128800799,0.0101440898305096,0.0139683959422773,0.006915202823920996,0.006833514940356,0.006583139515833447,0.006325548592694297,0.006306597064759556,0.006672092496058726,0.009219902714253395,0.012646531790944826,,
5,467.1775,467.1775,439.3518,426.37277,416.42456,408.39728,395.2461,384.24692,374.84973,366.51794,358.92236,339.3209,0.0092438745957638,0.0098936733980111,0.0095266962172361,0.009466614349575,0.0082600031470273,0.0082260936528377,0.0083188949434846,0.0083938170693592,0.0084274773971403,0.0082743560250967,0.0083448408000803,0.00792192069348846,0.008004801504570447,0.007919342414495656,0.008186125089646945,0.00819553020060193,0.008173953153898128,0.00826000314702735,0.0083602185306757,384.24692,0.008742783266543402
8,126.59979,126.59979,120.09515,116.884,114.39716,112.29301,108.725235,105.729225,103.131836,100.80696,98.68288,93.29041,0.009390176831212,0.0090180514377686,0.0087784161945307,0.0086037867165804,0.0084570990996365,0.0081135761330465,0.0073485713562519,0.0069954096313695,0.0071322112459598,0.0071303209305232,0.0074258081444581,0.006742791564739337,0.006627215448788748,0.006951248624007977,0.006617629141998038,0.0068623548514644694,0.006913396173808484,0.006892706956381334,0.006874885376656037,101.94204,0.007069364178260318
11,29.448475,29.448475,28.048096,27.345377,26.788343,26.317738,25.520342,24.852661,24.271387,23.749054,23.272135,22.038227,0.0084882592204976,0.0079972153766759,0.0077600222367762,0.0075725196989445,0.0081886092425128,0.0076208230398099,0.0071082141411955,0.0066314978793974,0.0064146942048564,0.0063964419772607,0.0075448102977609,0.0069264492973653,0.006677368709585796,0.0063989413101942505,0.006236495174236745,0.006116859231102945,0.006221116740239063,0.006351806688755568,0.006299588391753486,23.272135,0.0063153670673695705
14,8.48374,8.48374,8.073101,7.8774085,7.7217603,7.58799,7.3601294,7.167194,6.997544,6.845226,6.70608,6.3455386,0.0080019561446449,0.0065960538217207,0.0067154930750257,0.0069078785901502,0.0060618492911547,0.0057090331865884,0.0066285610163613,0.0063279244794045,0.0054063027794436,0.0060125032044596,0.0077525301580689,0.0065401445101525915,0.006242085034421821,0.00593749111679754,0.00563082565895584,0.005327371602028921,0.005191282115616702,0.0049188323282234325,0.005163515309126621,6.997544,0.005304793306536326
17,2.0968018,2.0968018,1.950792,1.8985629,1.8576093,1.8228519,1.7646158,1.7157717,1.6730069,1.6347424,1.5999427,1.510555,0.0055131259642207,0.0060454582930044,0.0058209523130154,0.005373684242256,0.0049916003549669,0.0041922698314461,0.00413324594804,0.004958152210095,0.0053199527690388,0.0059092674655079,0.0076529275429084,0.005180932349509448,0.004858069815531385,0.004540424514688335,0.00421338499408519,0.0038763645852093465,0.0035504214154989944,0.003623711235621857,0.003719508798100346,1.7392806,0.0036059515489959004
20,0.36145318,0.36145318,0.3121104,0.30325526,0.29644057,0.29070622,0.28116605,0.27322897,0.26632673,0.2601616,0.25456563,0.24021149,0.0038711556778216,0.0021380310973841,0.0018547013772509,0.0025158629670863,0.0026486250790092,0.0033370001153344,0.0038973584965601,0.0045966199953622,0.0052793461667353,0.005823840363527,0.0076954535389432,0.00385060778717905,0.0033439322888211276,0.0028510606509563052,0.002314832288978108,0.001775668891757065,0.0014385864950204885,0.004667148935519533,,0.3121104,
23,0.083664335,0.083664335,0.077942744,0.07624585,0.07490056,0.0737484,0.071787834,0.07012102,0.06864899,0.06731964,0.06610044,0.062921874,0.0022724498807169,0.0016261524969501,0.0019112691233371,0.0022197236539509,0.0027018216016464,0.003418458681235,0.0040834959018913,0.0047271116660243,0.0053232525837106,0.0058594159656522,0.0075965391091198,0.003919449325516022,0.003465861973884876,0.0029135896687031426,0.002312400365695244,0.001626152496950195,0.002284296336416247,,,,
