band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
12,226080.0,0.3,0.6,0.0145495179766057,0.0,0.31,0.8,10000000000.0,0.013842166049882414,100.0,10057
13,224640.0,0.1,-0.1,0.0217260253995659,25.0,0.1,-0.13,61.37240809302775,0.0206735117149488,0.0,4441
15,113760.0,0.2,0.0,0.0207643227775191,0.0,0.2,-0.01,7221691455.872696,0.020295224704332204,0.0,4498
16,901440.0,0.2,1.4,0.010965114049038,0.0,0.21,1.3,1186948138.6028926,0.010443431039841355,0.0,17824
