band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,35.88727,30.641384,46.65117,65.89916,13.781148,296.15616,100000.0,0.003418271264296835,0.5,-1.0,14.580484390258789,100.0,29.160969,0.004293014618329405
3,24.758545,19.83186,36.92828,162.77634,23.852161,631.2639,100000.0,0.0038463912109615306,0.3,-0.9,0.4512271659028667,100.0,18.107275,0.004293014618329405
4,22.72468,17.678385,34.93006,197.77542,34.771286,726.76904,100000.0,0.003977490245179349,0.1,-0.3,1.7754546421472663e-11,0.0,22.72468,0.004293014618329405
5,12.426384,9.773512,17.029331,118.88101,39.747658,404.58066,100000.0,0.00743096296096693,0.1,-0.2,3.3783360545001914e-12,150.0,7.927431,0.004293014618329405
6,11.324831,8.469781,19.275143,315.0392,43.752625,1045.2408,100000.0,0.007124690390576246,0.1,-0.2,2.6318711503438e-12,200.0,6.1758146,0.004293014618329405
7,4.456651,3.3131666,7.181781,259.6361,46.254585,877.5359,100000.0,0.007145768559575605,0.1,-0.1,5.723050272412171e-13,200.0,2.375974,0.004293014618329405
8,0.9880069,0.73545843,1.6185975,274.4691,43.901524,923.93384,100000.0,0.010031292315728746,0.1,0.2,2.2439977323188653e-14,350.0,0.4325356,0.004293014618329405
9,0.2889793,0.20449467,0.5506152,507.02417,57.01441,1501.1382,100000.0,0.010819273035788779,0.1,0.3,2.784337468365226e-15,500.0,0.08523857,0.004293014618329405
