band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,12238722.0,0.5,-1.0,0.0034182798124908,100.0,0.4,-0.95,5.589634273001104,0.001151356830378647,25.0,1452151
3,14505152.0,0.3,-0.9,0.0038463869612548,100.0,0.3,-0.93,0.5543575584777982,0.0022121766431978385,50.0,382459
4,17678154.0,0.1,-0.3,0.0039774902451793,0.0,0.1,-0.32,2.013688320448203e-11,0.002557899784917928,0.0,276221
5,20851156.0,0.1,-0.2,0.0074309595154948,150.0,0.09,-0.1,2.50296435046529e-14,0.0061864940357022995,100.0,45814
6,24930730.0,0.1,-0.2,0.0071246895620411,200.0,0.08,0.1,1.8591353551903102e-17,0.006927460122943874,125.0,36519
7,29916876.0,0.1,-0.1,0.0071457685595756,200.0,0.1,-0.1,5.723050272412172e-13,0.0071457685595756,200.0,36973
8,35809594.0,0.1,0.2,0.0100312923157288,350.0,0.08,0.6,7.674192163407213e-20,0.008501171823084075,300.0,26227
9,57567322.0,0.1,0.3,0.0108192764432358,500.0,0.09,0.6,6.327377785859301e-18,0.008951212898372125,525.0,23715
