layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,1696.1896,1517.7839,1889.8536,3.7966003,2.3539422,5.295139,3180.0,0.01722580624836434,0.1,8.7,9.06898731714931e-18,0.0,1696.1896,0.024030335482930112
3,546.2667,515.08716,579.0623,3.2724757,2.5554426,4.0806203,12720.0,0.003993899665586942,0.3,1.6,0.16083480234851308,0.0,546.2667,0.01202851450611388
4,154.46246,145.01927,164.26118,3.8167362,3.066599,4.7740974,50880.0,0.005708355356336736,0.6,-0.1,28.42540924897854,75.0,143.24443,0.006017563498360196
5,35.853176,33.392532,38.4375,5.54113,4.3826737,6.967747,203520.0,0.0020856653538380288,0.4,-0.2,1.160113740216964,0.0,35.853176,0.0030096044936828606
6,7.1025486,6.5403814,7.693819,7.751813,5.9277453,10.394491,814080.0,0.004029999999998424,0.4,-0.5,0.38140899729802336,25.0,6.8859835,0.0015050074551751034
7,1.3205026,1.2043132,1.4459689,10.719652,8.014826,15.655435,3256320.0,0.009589999999997878,0.2,0.0,1.805711398792748e-05,0.0,1.3205026,0.0007525549699048645
8,0.21676795,0.19527838,0.2418564,15.263584,9.907603,31.19272,13025280.0,0.029579999999995055,0.3,-0.4,0.0012079398036524817,0.0,0.21676795,0.0003762902880576396
