layer,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,1604.0,20.0,20.0,0.0158047250007588,0.0,20.0,20.0,5065.444644164166,0.0158047250007588,0.0,7704
3,6416.0,4.1,-0.6,0.0046351986928208,0.0,4.1,-0.6,2719.601284287853,0.0046351986928208,0.0,82215
4,25664.0,1.2,-0.8,0.0039263573696818,0.0,1.23,-0.8,485.89952066795905,0.0036228364782621147,0.0,146164
5,102656.0,0.9,-1.0,0.0054359196958453,50.0,0.8,-0.99,82.32908550104035,0.004373702103764587,0.0,97443
6,410624.0,0.5,-1.0,0.0078506195781292,25.0,0.47,-1.0,4.015934138508874,0.007094362373923135,0.0,38496
7,1642496.0,0.5,-1.1,0.0161400446124925,200.0,0.7,-1.15,2.478463975871449,0.014056006521033282,275.0,9624
8,6569984.0,0.2,-0.7,0.0042658680650597,0.0,0.2,-0.69,4.586045781282995e-05,0.004048311140337192,0.0,115488
9,26279936.0,0.1,0.1,0.0145921819549944,50.0,0.09,0.2,3.668460589177167e-17,0.013976359324651133,0.0,9624
