band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,720.0,0.2,14.0,0.0115713480099501,0.0,0.2,14.0,100000.0,0.0115713480099501,0.0,13837
5,7200.0,0.1,3.0,0.014559206449328,100.0,0.12,2.6,31.517190018550203,0.013700050664631022,125.0,10251
8,13680.0,0.1,5.0,0.0106349932993212,200.0,0.1,4.7,5.533693438397885e-05,0.009827052663036628,175.0,19476
11,28080.0,0.2,8.7,0.0040295232674782,150.0,0.19,8.7,6244.476070389978,0.0037520228248680842,125.0,134932
14,56160.0,0.1,4.0,0.0102139338612228,0.0,0.1,4.0,0.0010134726650315,0.0102139338612228,0.0,17769
17,450720.0,0.1,14.0,0.0033512491625249,0.0,0.11,14.0,1.00725989158635e-05,0.0029256292652405785,25.0,225360
20,901440.0,0.1,14.0,0.0011279741136765,25.0,0.1,14.0,1.7786063284156051e-09,0.0011279741136765,25.0,1521180
23,7211520.0,0.1,11.0,0.0011285945965147,50.0,0.1,11.0,4.272536474048551e-09,0.0011285945965147,50.0,1521180
26,3605760.0,0.2,3.3,0.0005661559260434,0.0,0.21,3.1,83487.92820470782,0.00019716636683714261,0.0,46205842
30,7211520.0,0.1,3.7,0.0021996028192214,0.0,0.1,3.7,1.1553690038771148e-07,0.0021996028192214,0.0,380295
