layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,initial_scale,kstest_stat_initial,kstest_stat_cutoff_0.05,best_r_eta0,best_scale_eta0,kstest_stat_eta0,best_r,best_eta,best_scale,kstest_stat_best,iter1_r,iter1_eta,kstest_stat_iter1,n_pval_0.05
2,1829.164,1651.3728,2019.9026,2.8732991,1.8400067,4.0124154,3180.0,0.74,0.2,542.20038914913,0.0174259831959303,0.0240303354829301,6.0,0.3902591478496249,0.3277320930895047,0.744,0.19,554.6063228930035,0.01736920198252012,0.744,0.19,0.01736920198252012,6034
3,577.9665,547.1485,610.21735,2.5915341,2.004859,3.2742527,12720.0,0.27,2.7,0.016461137599334,0.0051677535897904,0.0120285145061138,5.9,0.3899999526736968,0.3820567097161634,0.265,2.79,0.011670132323138805,0.005149505310139024,0.265,2.79,0.005149505310139024,72444
4,161.06483,151.59514,170.84312,3.3360767,2.6447284,4.1885266,50880.0,0.32,1.0,0.1779560358921785,0.0045407921949978,0.0060175634983601,5.8,0.3897202741930811,0.424550149509436,0.33,0.92,0.26347294144144107,0.004465754889066198,0.33,0.92,0.004465754889066198,96592
5,37.128075,34.70572,39.643353,4.7606573,3.808561,5.9023128,203520.0,0.4,1e-09,0.8883273310712225,0.0020055865453677,0.0030096044936828,5.8,0.3897202741930811,0.4559425020370306,0.42,-0.054,1.3009794621771822,0.001895652277406068,0.42,-0.054,0.001895652277406068,515160
6,7.4650126,6.910058,8.046522,6.5569086,5.0743484,8.726763,814080.0,0.32,-0.1,0.0390838517623431,0.0033063711527463,0.0015050074551751,5.8,0.3897202741930811,0.4757198483489501,0.314,-0.07,0.031308781068418085,0.0032818377743005223,0.314,-0.07,0.0032818377743005223,171720
7,1.4161966,1.3019389,1.538062,8.566812,6.601404,11.716293,3256320.0,0.17,0.6,1.926516588972363e-07,0.0077233978785699,0.0007525549699048,5.8,0.3897202741930811,0.4870308977580166,0.165,0.68,8.168145840479789e-08,0.007609999999997452,0.165,0.68,0.007609999999997452,32197
8,0.22900936,0.20869564,0.25236318,11.555227,7.821531,25.041437,13025280.0,0.12,1.4,2.1638148618487477e-13,0.0259199999999919,0.0003762902880576,0.03,6.7269868826695325e-62,0.47904,0.12,1.42,2.0580368009384207e-13,0.02591999999999184,0.12,1.42,0.02591999999999184,2682
