band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,7200416.0,0.4,-1.0,0.0035853187335055,100.0,0.3,-0.87,1.2353544060908324,0.0018131779398629089,50.0,569562
3,7200416.0,0.4,-1.0,0.0029814502957285,150.0,0.37,-1.0,3.0955507089291774,0.0015409585723098794,75.0,759418
4,7200416.0,0.2,-0.9,0.0026073507855288,25.0,0.2,-0.9,0.0101588317326136,0.0026073507855288,25.0,284779
5,28801664.0,0.1,-0.4,0.0070662073394813,25.0,0.1,-0.38,1.8683912748219392e-11,0.006874772009914931,25.0,40044
6,14400832.0,0.1,-0.3,0.0079992439384497,50.0,0.1,-0.28,2.252431983330397e-12,0.006957776407670556,75.0,40044
7,14400832.0,0.1,-0.1,0.0076116055905574,150.0,0.08,0.2,1.2470484856481563e-18,0.007080920245655209,50.0,35595
8,14400832.0,0.1,0.1,0.0089144387541171,350.0,0.08,0.5,6.399731198252298e-20,0.008200760990601753,275.0,28126
9,14625845.0,0.1,-0.2,0.007873044431562,300.0,0.16,-0.7,4.057455638572574e-07,0.007870926242720788,400.0,28566
