layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,,,,,,,0.0,,,,,,,
3,1150192.8,964303.56,1354585.9,0.44722056,-0.27915817,1.2011727,564.0,0.022300013615555225,1.1,20.0,77268.8381519328,0.0,1150192.8,0.05688208329075035
4,919570.0,877478.8,962246.25,1.2017546,0.9072555,1.5674438,22538.0,0.02900693983640333,0.5,0.4,50415.021929824565,0.0,919570.0,0.009038925508419116
5,335493.44,315293.88,356705.38,3.746035,3.1581578,4.343529,296776.0,0.008756322768073532,0.2,11.0,0.00025848913671686194,350.0,288216.4,0.0024924069574146683
6,60756.43,56444.715,65250.867,5.8733997,5.055461,6.8063235,2880648.0,0.004032082370183557,0.1,3.8,1.5571995272915923e-13,0.0,60756.43,0.0008001194016298502
7,7845.426,7280.4824,8443.186,6.2025995,5.3479404,7.9789815,25362406.0,0.005946551637768603,0.4,-0.7,674.4849530328789,0.0,7845.426,0.0002696655722402196
8,584.5731,534.2055,640.87836,10.5176,7.347862,18.280815,213093688.0,0.005578578015585638,0.4,-0.8,62.28298571789177,25.0,561.46326,9.303414483735194e-05
