filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,best_augmented_var,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
0,119.92068,119.92068,112.30015,108.34026,102.53607,0.0103898420188797,0.0107824991028125,0.0124637618080464,0.0151077092187331,0.011841509856366894,0.01207142701567776,0.012332853211079686,0.01184145074711862,0.010389842018879769,,,,,
1,47.59441,47.59441,43.814865,41.972343,39.348217,0.0116341696650702,0.0114026679904765,0.0116937311309529,0.0117010878371789,0.011410150113613737,0.011365298419133418,0.011125179182859046,0.010124652235129261,0.010150728664919395,47.59441,0.01010792457224663,0.009046903522905492,,
2,21.67361,21.67361,19.702017,18.815195,17.559395,0.008964208268773,0.0087754360623655,0.0090651161686193,0.0089712188950232,0.008722570372205252,0.008632382416060791,0.008332514724493423,0.008724221577290636,0.008591927974384572,18.815195,0.008392552244904317,0.008638697135530449,,
3,8.808341,8.808341,7.8758297,7.4603357,6.890198,0.0102302835024092,0.0099217558329567,0.0085903916964844,0.0127596477678246,0.008692702995044072,0.007970546316083515,0.00835698827508824,0.008333912637290553,0.008123318110158761,8.808341,0.008030688946274955,0.007224999775873042,0.0074251739360057245,0.006918514489999805
4,3.5610857,3.5610857,3.145809,2.973319,2.7373478,0.0079373409479002,0.0124882415887692,0.0095057361618954,0.0082870557434707,0.007909554542242292,0.0074020336662341535,0.006646676056745071,0.0070590753522792316,0.006638126103221342,3.5610857,,,,
5,1.033891,1.033891,0.88606703,0.8331886,0.76290226,0.0038473966762069,0.0045169575693335,0.0061142849291081,0.0068780027290977,0.007627024243132663,0.007607220039716145,0.0064547148436360224,0.005604799754242551,0.0038473966762069406,,,,,
6,0.6085269,0.6085269,0.51929295,0.48961866,0.45032474,0.0020964115933197,0.0031765186225348,0.0036654397536142,0.0047702451535053,0.0062023684707139815,0.005261745033072085,0.004504775276995096,0.004088089572454323,0.0018564058566908487,0.6085269,,,,
7,166.01274,166.01274,154.46695,148.77393,140.51288,0.0103544848881798,0.0109686538627994,0.012613177496909,0.0151791575294373,0.011689616218307775,0.011914520565358688,0.01217114048309953,0.011924065370479409,0.010354484888179805,,,,,
8,65.95833,65.95833,60.487396,57.891792,54.22296,0.0091566752520304,0.0088657301941544,0.0088163316155578,0.0088548548741824,0.010520179755333647,0.009852327296895502,0.009151182865325569,0.00885942435028969,0.008816331615557838,,0.00885195266448846,0.008865730194154486,0.009319447989075247,0.012091800689233545
9,27.470833,27.470833,24.865755,23.750765,22.180223,0.0091952144209655,0.0086647622682528,0.0083520121605555,0.0081783471848747,0.007182389421927338,0.007130860518015175,0.008000138930529532,0.0082556829833495,0.008178347184874701,21.273518,0.009057106985039476,0.010062095871628152,0.00997015724937722,0.010916386877660167
10,12.15753,12.15753,10.875903,10.33105,9.569081,0.0098707860679519,0.0071260815512416,0.0103404094280694,0.0093898244722333,0.007472015593521342,0.006377795635320815,0.0065012741388776885,0.007211140197067811,0.007088837332585363,10.111741,0.006789268770434842,0.00638236400103398,,
11,4.718697,4.718697,4.1265826,3.882321,3.553152,0.0073653933818307,0.0094475353383972,0.0125013577256886,0.0102835243840245,0.006956922114279451,0.006569874494132766,0.006276878946606446,0.0063322576268494135,0.006281970028184536,4.1265826,,,,
12,1.6281819,1.6281819,1.3914604,1.3065224,1.1937668,0.0064651784104954,0.0070900905526318,0.008725444833863,0.0082317403908074,0.005530945546449173,0.005459316716915741,0.005199270137032752,0.004976402409245573,0.0043329976066347475,1.6281819,,,,
13,0.5886774,0.5886774,0.49662054,0.4683042,0.43057942,0.0023507149498195,0.0028447486156001,0.0043638575683067,0.0056041257547636,0.005999242344371103,0.005286693523381181,0.004653804070177361,0.0036639510914051737,0.002144361002166084,0.5886774,,,,
14,116.50107,116.50107,108.05007,103.80156,97.61616,0.010524573737086,0.0106343221076969,0.0105022649323502,0.0106360370383186,0.010486047706594503,0.010464041612775365,0.010433003144278752,0.01041300868265238,0.009801747173251052,116.50107,0.009059597475441605,0.009120183308809482,0.009184259779913495,0.008458678432910927
15,48.885197,48.885197,44.858814,42.966965,40.24318,0.0101384094634797,0.0100846413467134,0.0105169339004329,0.0103036009324012,0.009021562249277082,0.008642123335903085,0.008979269241507937,0.008523927419116395,0.008950406901227947,48.885197,0.00847169744893106,0.008303675500123175,,
16,20.937191,20.937191,18.837904,17.90752,16.586258,0.0101056836872052,0.0104505116949193,0.0102561200005556,0.01005578335417,0.009312808908949588,0.00955632780843857,0.00991515001274057,0.009931999272367098,0.010019490383386065,15.597818,0.009711337605777137,0.00956391808575352,0.009444507814814429,0.009334004226332016
17,8.425982,8.425982,7.471787,7.0615706,6.491939,0.0141186526131266,0.0095821933240963,0.010004218922231,0.0145402819623397,0.009557309390357038,0.009246953569428173,0.008925241962923325,0.00851822068877539,0.008181515314750865,7.471787,0.00823355946337867,0.008419949261309068,,
18,3.3330612,3.3330612,2.9201498,2.740345,2.4975522,0.0096430765971666,0.010985195447749,0.0106260751463527,0.0132960829907626,0.007979943734579442,0.007991895003638949,0.007219241368930818,0.006846229933651582,0.006842978043295367,3.3330612,,,,
19,0.9693491,0.9693491,0.81922686,0.7651845,0.6944632,0.0056421587448378,0.0067852018758296,0.0061345408969994,0.0084457940490512,0.0066010435620807995,0.006421739999993292,0.006331876610913237,0.005214295500532096,0.004644542072320568,0.9693491,,,,
20,0.34720543,0.34720543,0.29037085,0.2731885,0.2507912,0.003968893821072,0.0034187057020012,0.0040195227466226,0.0061097524200443,0.00583748324018097,0.00535989264678445,0.005030434745823209,0.004336114976592698,0.003418705702001236,0.3032891,0.0026820581762868057,0.0032951102825323764,,
21,140.4855,140.4855,129.50838,124.11669,116.3625,0.0081138791223553,0.0079335615715837,0.0080462087902614,0.0080734293338312,0.007977131384907743,0.007963317988752938,0.00794855230359881,0.007922233180420235,0.007889991477430303,133.15604,0.007098409948525619,0.007795659476628525,,
22,53.498684,53.498684,48.826286,46.688107,43.63807,0.0079070032415833,0.0077491897452519,0.0081541055867673,0.0078986680611473,0.0075871704314710575,0.007573306626890042,0.00753339923540669,0.0074371888607933645,0.007395386017306105,53.498684,0.007275771587450908,0.007172566953828896,,
23,23.714125,23.714125,21.734434,20.750174,19.325962,0.0093061907075234,0.0090635797847414,0.0088224317468807,0.0088378169573712,0.008513183837313587,0.008505255247519605,0.00841959054439706,0.0084789118534076,0.008586244110590058,19.978065,0.008476774822325728,0.008505955475823113,0.0088123105473909,0.009021504151080384
24,10.035672,10.035672,8.893985,8.386857,7.691683,0.0120576618478862,0.0076927715946708,0.0082931091579144,0.0132802752056544,0.0078339103988503,0.007532439662023771,0.007649286782169806,0.007806598931087039,0.007692771594670855,10.035672,0.0077403434443593655,0.007191315273475357,,
25,3.9081697,3.9081697,3.384917,3.1672604,2.8761277,0.0097662446989537,0.0091548325542494,0.0091035511979066,0.0105600146166293,0.008503500326861646,0.00883997961962224,0.008624927600573928,0.008953769430889547,0.008844827680999257,3.384917,0.00863168035730022,0.007194571244291348,0.007550723352754529,0.007357380240051836
26,1.2336318,1.2336318,1.0249529,0.95391953,0.86159354,0.0059756161517223,0.0071492765626735,0.0064072420914893,0.0083785053371288,0.007192026685528763,0.0072798352416418854,0.005572543573457156,0.004919859758258149,0.004763484712848487,1.2336318,,,,
27,0.4590403,0.4590403,0.36544505,0.3419159,0.31167412,0.0060009234293236,0.0026237200946348,0.003900350346646,0.0050676614752082,0.004868157849331478,0.004338304429668323,0.0037439422045666415,0.0031297922302320064,0.0022523679889904225,0.36544505,0.0023406852459226246,0.0043470012554379656,,
