band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,75.15226,60.732826,97.0258,81.88248,27.052677,242.90907,14562240.0,0.0026482932267076,0.2,-0.6,0.005872268847625,50.0,64.56285095214844,0.0003558797301684068,0.0017246061007667457,0.2,-0.64,0.007421588531630052,25.0,647938
3,29.10771,24.347788,36.67178,61.74595,21.34398,214.18689,14562240.0,0.0025668427307545,0.3,-0.9,0.5830367036957904,75.0,24.449909210205078,0.0003558797301684068,0.0017710721889122177,0.3,-0.91,0.6333439999210954,50.0,575946
4,17.577112,13.9329,26.527952,176.36182,27.63038,673.53674,14562240.0,0.0033845470765334,0.3,-1.0,0.4766760572828225,100.0,17.577112197875977,0.0003558797301684068,0.0016113207594687928,0.2,-0.84,0.005081896903699504,0.0,682605
5,14.257065,10.81746,23.351599,269.09625,40.786545,922.7587,58248960.0,0.0053040544557143,0.1,-0.3,7.942983908319299e-12,75.0,11.731318473815918,0.0001779427271561075,0.004440545284267992,0.08,0.0,5.81346193150907e-17,25.0,95989
6,4.401598,3.2767203,7.69476,352.8861,42.24724,1139.5686,29124480.0,0.0060902456987783,0.1,-0.2,1.2299446209104869e-12,100.0,2.886125326156616,0.00025164734159732874,0.005377954155292297,0.1,-0.21,1.3046146930976216e-12,100.0,63993
7,1.0255181,0.7784113,1.6713089,260.86502,39.6325,905.85205,29124480.0,0.006464377575669,0.1,0.1,4.9036263471205446e-14,200.0,0.6607608199119568,0.00025164734159732874,0.005467552376141216,0.08,0.4,3.0772893891457704e-19,125.0,63993
8,0.38290456,0.28630042,0.64727956,305.83774,44.35128,1022.172,29124480.0,0.0064652174448394,0.1,0.3,5.822139705541252e-15,300.0,0.19959799945354462,0.00025164734159732874,0.005675857857336597,0.08,0.7,2.0410869614198648e-20,225.0,56883
9,0.26451415,0.18267953,0.48648763,457.2595,69.39836,1385.6449,29579550.0,0.005671913178789,0.1,0.0,1.3118371189200952e-14,300.0,0.10857760161161423,0.00024970413366130615,0.00477837064526974,0.1,-0.1,2.6153278116699593e-14,225.0,82255
