band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,1440.0,0.1,8.3,0.009993285738677,0.0,0.1,8.3,2.4317099267188364e-06,0.009993285738677,0.0,18451
5,4320.0,0.1,3.1,0.0133896909879903,50.0,0.1,3.1,0.0046135678115589,0.0133896909879903,50.0,10377
8,12240.0,0.1,6.4,0.0116261069349969,200.0,0.09,6.8,7.337466974966203e-09,0.010759281323315563,175.0,15490
11,33840.0,0.2,9.2,0.0036596003261949,150.0,0.2,9.2,17265.818580123523,0.0036596003261949,150.0,144544
14,93600.0,0.1,-0.1,0.0216857729940027,50.0,0.1,-0.12,53.33315868445931,0.021497102489859143,25.0,4161
17,259920.0,0.1,6.0,0.0085167759454707,0.0,0.1,6.0,3.960180005470746e-05,0.0085167759454707,0.0,24367
20,721440.0,0.1,6.8,0.0017193793805559,25.0,0.1,6.8,3.7265033992237768e-06,0.0017193793805559,25.0,608715
23,2003760.0,0.1,14.0,0.0009180887169125,50.0,0.1,14.0,9.8546159251003e-10,0.0009180887169125,50.0,2254230
26,5560560.0,0.1,10.0,0.0004842396890602,0.0,0.1,10.0,3.2325594277877803e-09,0.0004842396890602,0.0,8340840
30,4180320.0,0.1,4.8,0.0020392106844596,25.0,0.1,4.8,1.2092384294729194e-08,0.0020392106844596,25.0,440892
