band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,0.045569226,0.03939694,0.052147303,0.30881214,-0.18125348,0.82745117,772.0
13,0.040119242,0.035083614,0.04537428,-0.06649494,-0.38499317,0.29344904,772.0
17,0.042125735,0.038360473,0.045982067,-0.11725569,-0.3818302,0.17643642,1544.0
21,0.045803405,0.0417607,0.05004129,-0.092605114,-0.3654703,0.22295755,1544.0
25,0.03871853,0.033914287,0.043759875,-0.11420536,-0.49287874,0.391024,772.0
28,0.03883429,0.035244163,0.04256441,0.087308645,-0.28013596,0.55908406,1544.0
31,0.042287204,0.040526018,0.044081643,0.04325342,-0.086239636,0.17864914,7720.0
34,0.04047458,0.03791023,0.043100443,-0.1008234,-0.28444126,0.1004191,3088.0
37,0.04145599,0.039989486,0.042961728,-0.04594469,-0.14702064,0.060311288,10036.0
40,0.042348634,0.040774178,0.043969445,0.13896322,-0.017736167,0.32290757,12352.0
43,0.04169674,0.04017041,0.043237176,0.015100241,-0.11148313,0.15498331,20072.0
46,0.041534,0.040051877,0.043047965,-0.031867743,-0.14158179,0.08403375,27020.0
49,0.041520093,0.040004525,0.04305293,0.026669502,-0.096684545,0.15916333,36284.0
52,0.04202264,0.04050246,0.043580152,0.0126719475,-0.10919942,0.14310811,23160.0
