band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,772.0,3.7,1.0,0.016571507499523,0.0,3.7,1.0,0.0589659818699916,0.016571507499523,0.0,6592
13,772.0,20.0,6.0,0.0288673824156139,0.0,20.0,6.0,0.0456084766349135,0.0288673824156139,0.0,2196
17,1544.0,20.0,20.0,0.0184399395210363,0.0,20.0,20.0,0.0430282248187394,0.0184399395210363,0.0,5211
21,1544.0,9.5,3.0,0.0145842278811875,0.0,9.5,3.0,0.0556269015911849,0.0145842278811875,0.0,8793
25,772.0,20.0,20.0,0.0399832821367484,0.0,20.0,20.0,0.0395480234432234,0.0399832821367484,0.0,1158
28,1544.0,20.0,18.0,0.0128609964097733,0.0,20.0,18.0,0.0399719075007332,0.0128609964097733,0.0,11724
31,7720.0,1.9,18.0,0.0047965560447698,0.0,1.9,18.0,0.0125667816041231,0.0047965560447698,0.0,83466
34,3088.0,20.0,20.0,0.0123961563539815,0.0,20.0,20.0,0.0413416942288534,0.0123961563539815,0.0,11724
37,10036.0,17.0,5.0,0.004727846965122,0.0,17.0,5.0,0.0479734023484096,0.004727846965122,0.0,85734
40,12352.0,1.2,20.0,0.0055672911952017,0.0,1.19,20.0,0.0037344824306008925,0.005557619446610151,0.0,62532
43,20072.0,20.0,20.0,0.0038647133729783,0.0,20.0,20.0,0.0425900371332087,0.0038647133729783,0.0,128604
46,27020.0,20.0,20.0,0.0117253496336283,0.0,20.0,20.0,0.0424238113473978,0.0117253496336283,0.0,13510
49,36284.0,4.0,19.0,0.003029405957125,0.0,4.0,19.0,0.0281124259961676,0.003029405957125,0.0,206647
52,23160.0,20.0,20.0,0.003049634311976,0.0,20.0,20.0,0.0429229224862104,0.003049634311976,0.0,197853
