band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,best_augmented_var,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,1822465700.0,1822465700.0,1788660700.0,1763091000.0,1740492800.0,1719800200.0,1682226800.0,1648227200.0,1616849300.0,1587534000.0,1559892600.0,1484819800.0,0.0329417584739534,0.0324594746854642,0.0332049942795388,0.0338760945933055,0.0344991206479696,0.0356441602684726,0.0367022383983575,0.0364179011655008,0.0357032323967424,0.0360258925407961,0.0385881932494701,0.03364316551118651,0.03336375237810216,0.033113606131463955,0.032821750474511524,0.032459474685464285,0.03206387904572944,1822465700.0,,,
5,2076545300.0,2076545300.0,2046751700.0,2023046000.0,2001734100.0,1981993200.0,1945887100.0,1913085400.0,1882762000.0,1854426800.0,1827753500.0,1755443500.0,0.0256542309887706,0.0264848161239832,0.0270006511886083,0.0266976978762483,0.0267878997750152,0.0278271107370632,0.0275471606105928,0.028685756730106,0.028234837155242,0.0292213819687373,0.0298961127034481,0.026063046598346573,0.026190097462190698,0.026491076417216708,0.02596380581299315,0.025300987815499942,,2076545300.0,,,
8,1659444600.0,1659444600.0,1637126300.0,1618910700.0,1602656800.0,1587658400.0,1560191900.0,1535154600.0,1511852800.0,1489884700.0,1469015900.0,1411637900.0,0.0232377671274659,0.0240898092611386,0.0246347813349386,0.0243824925013231,0.0241500628625253,0.0253744553163897,0.0251826155104415,0.0256991747008473,0.0262026368873616,0.0260280445000636,0.0273217773656293,0.023665422571440692,0.023568090684369047,0.023814387349223698,0.023773971895728496,0.02279671604901856,,1659444600.0,,,
11,1339807900.0,1339807900.0,1325656600.0,1313179600.0,1301529600.0,1290475600.0,1269686900.0,1250243100.0,1231857800.0,1214349700.0,1197586800.0,1150905600.0,0.0322648463384536,0.0328429287793975,0.0333561855615891,0.0338402851416118,0.0341174521646391,0.0335416917501723,0.0332653833201934,0.0340679746332004,0.0348523050170148,0.0356108056784661,0.035424319129169,0.032102602479675335,0.03219102823815129,0.031931749602519544,0.03168413331227116,0.03147002734672577,,1339807900.0,,,
14,249563260.0,249563260.0,242656370.0,237367630.0,232748900.0,228556370.0,221044200.0,214370110.0,208309040.0,202730320.0,197547890.0,183822580.0,0.0200310753846989,0.0214214598659267,0.0225128581248356,0.0234925841403336,0.0238026435809232,0.0226687415402042,0.0227419018627117,0.0241553154058872,0.025498725214139,0.0267808262307218,0.0264863749208499,0.020954003411979172,0.02044547317060108,0.01962803815079972,0.019857352149932117,0.01897882024697317,,249563260.0,,,
18,60590816.0,60590816.0,58292812.0,56797616.0,55575052.0,54517748.0,52723736.0,51212170.0,49892310.0,48714052.0,47646640.0,44917908.0,0.0187084967468238,0.0178521069176632,0.0190542833498847,0.0202840879794355,0.0204264266755535,0.0202761174009008,0.0218966330033143,0.0221042090914312,0.0222085688126541,0.0234331456920436,0.0246047898300174,0.018171255624259364,0.01837570015405733,0.017627651432828934,0.01742320525810459,0.016607807097426056,0.015559949888821034,60590816.0,,,
21,27735454.0,27735454.0,26402860.0,25526242.0,24808158.0,24187706.0,23137452.0,22259292.0,21499448.0,20827108.0,20222614.0,18698648.0,0.0159401756081054,0.0186676921455068,0.0177976692334922,0.0170063195297314,0.0174355411557644,0.019786704004078,0.0215628441265686,0.0205345302463071,0.0208789242309256,0.0224058575533245,0.0231080835258726,0.015095931266620233,0.015284351623279027,0.013799089449790802,0.014436020176213704,0.012565679230672755,,27735454.0,,,
24,19563218.0,19563218.0,18444156.0,17599260.0,16877148.0,16237624.0,15132227.0,14192962.0,13374549.0,12649759.0,12000201.0,10389008.0,0.0108016837714639,0.0099848271035167,0.0076534936009097,0.0066598526435697,0.0074310455254204,0.0089759410560187,0.0104852449845992,0.0119939553380206,0.013540767494512,0.0148487936759612,0.0145940167065042,0.008356833195826772,0.008047939776699986,0.007592033414349109,0.007142034437838264,0.006659852643569792,0.006127421095320051,19563218.0,0.006205953168130718,0.005665811480550564,
27,5385740.5,5385740.5,4943811.0,4653037.5,4417238.5,4215553.5,3879127.0,3602560.2,3366969.8,3161654.8,2980184.0,2538865.2,0.0159102846031998,0.0167735906837346,0.0165878967819754,0.0146187559373213,0.0144559371306965,0.0143132702156754,0.014192653453754,0.0140838158175661,0.0139841201302745,0.0138939203559893,0.0140116727202007,0.012411955100426142,0.012445929694616331,0.012480584258568572,0.012516000141822414,0.012272695168771441,0.0123068428249547,2980184.0,0.012345528884151247,0.012385388325683144,0.012426371786552703
31,172945.42,172945.42,147777.84,134769.19,124964.055,117020.46,104579.484,95016.695,87282.484,80825.055,75309.64,62569.246,0.0361559844307433,0.0360337304979436,0.0359282473839449,0.0358397524810288,0.0357642723526756,0.0360614097565386,0.0359519027518693,0.0358523812478908,0.0357675843774049,0.0356896907949609,0.0361559844307433,0.03165501934566661,0.03165501934566661,0.03165501934566661,0.03165501934566661,0.03165501934566661,0.03165501934566661,66310.45,0.03165501934566661,0.03165501934566661,0.03165501934566661
