band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,best_augmented_var,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,47.34069,47.34069,40.7271,38.46918,36.849,35.54493,33.476376,31.840492,30.472248,29.29078,28.247663,25.67837,0.0029668529670537,0.0059995613755443,0.0057808232997419,0.0050412404849759,0.0052553612378519,0.0050132173843804,0.0067770597991978,0.00859061368263,0.0069188338622127,0.0067080824836805,0.0087631365899165,0.0029910815273713476,0.002410195485965907,40.7271,0.00193887324413735,0.0017486921935463418,0.0017831890043635834,,,,
3,25.38209,25.38209,22.499195,21.244492,20.312925,19.554028,18.341082,17.375784,16.569767,15.875228,15.263826,13.770957,0.0052468157183308,0.006613397649767,0.0031934355779349,0.0024242736407507,0.0033664060209696,0.0058078629813275,0.0043754156502886,0.0054890187124533,0.0067340835878319,0.0069665865967351,0.0082365896501344,0.003872266636074668,0.003406195585128634,21.244492,0.0029463967318216905,0.002966940111448522,0.0024242736407507695,0.0016481734167425825,0.0021096301753459334,0.002063058363984571,
4,17.937151,17.937151,15.154878,14.14074,13.3865795,12.772079,11.791589,11.01811,10.378135,9.831926,9.35621,8.21712,0.0044225323360949,0.0082906877039997,0.0101900263515275,0.0078500314005023,0.0059320374051682,0.0074156262689441,0.0083393962038735,0.0060667668341526,0.0073120534162147,0.0077986153262188,0.0094789960810567,0.00448712395953782,0.0036890877586510454,15.154878,0.0030122646364161287,0.0026345304119306245,0.0029181146149172,,,,
5,14.618753,14.618753,12.514147,11.568691,10.854211,10.268015,9.328613,8.584877,7.9693294,7.4443913,6.9888153,5.907961,0.0069137943083829,0.0063527553417421,0.0046542532824408,0.0054633039984827,0.0055809119848228,0.0067432034430145,0.0080295648853931,0.0083352528653983,0.009483558266983,0.0097352685920428,0.0100240501829095,0.0057325403727093716,0.005169879884801665,12.514147,0.005399583795717238,0.004721206639984732,0.004521113375511867,0.003935205219485113,0.005823281222931076,,
6,13.7309065,13.7309065,11.255293,10.388842,9.729729,9.185673,8.310491,7.6140933,7.0358877,6.5419765,6.111911,5.09008,0.0163512741991944,0.0098012594541686,0.0118194759434149,0.0086200439810628,0.00590544766728,0.0088284203365656,0.0069815714628811,0.0078765540095546,0.0082468420300969,0.0090533367165034,0.0093388888882724,0.00684226972099263,0.006521062488528979,9.185673,0.005962386370869226,0.005870383476389917,0.005774516532031537,0.006279966815292526,0.006395502106699813,0.00834642784213907,0.009165014635801882
7,5.824573,5.824573,4.8406844,4.45132,4.160927,3.9250364,3.5492446,3.253739,3.0103223,2.803778,2.6249626,2.2020192,0.0108458077900341,0.0105031399061846,0.0070157841623894,0.0099235937893484,0.0080383187726782,0.0062870037025845,0.0068228882285509,0.0078052915083443,0.008241326062598,0.0091194680381545,0.0096660108099107,0.007294458062210352,0.006942602696183188,4.160927,0.006468822021306941,0.006302190588981849,0.0060788320738055426,0.005718481726227884,0.005331415414712095,0.0052448261775014885,0.00701578416238946
8,1.5070385,1.5070385,1.0180937,0.9372754,0.8772955,0.8286052,0.7512213,0.69036686,0.640118,0.5973867,0.56034446,0.47266018,0.0205125552421534,0.010814151640385,0.0128032245019296,0.0093299811906581,0.0084267470428233,0.0077644822900012,0.0063995443696673,0.0069698672409754,0.0078346444611643,0.0083344172992896,0.0091828784832634,0.007203347304614529,0.006861518616145368,0.7512213,0.006680745840410708,0.006498433711040856,0.00639954436966738,0.005918165497490959,0.005805596120831202,0.0066207508820564365,0.006831743450982142
9,0.32287908,0.32287908,0.2538527,0.23010862,0.2124142,0.19810596,0.17564131,0.15834382,0.14435285,0.13269955,0.12279437,0.100199714,0.0206486342441865,0.0167291962859237,0.0120176299913586,0.0121155022585448,0.0111383073549797,0.0093718784233784,0.005795857589819,0.0067848936614846,0.0061854175769394,0.0067475058852111,0.0085249403166305,0.005843920298919662,0.0057207129524652345,0.15834382,0.005433836417459046,0.005318283915236848,0.0051343093738498435,0.005419324094830591,0.006701064792313416,0.006208990106576051,0.008700020195994473
