filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,best_augmented_var,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
0,63.54892825500126,63.54892825500126,60.63502839929674,58.73932196637054,55.804130960734696,0.0062959301363286,0.0064213069792274,0.0073803772521415,0.008243308245485,0.006697395679418072,0.00651910670587541,0.00610672408564894,63.54892825500126,0.005600184841318967,0.005498555276248207,,,,
1,16.307660101522654,16.307660101522654,15.429657364670868,14.884828841982044,14.04427946699594,0.0077636643890814,0.0078257697664376,0.0085141598005586,0.0097128135246202,0.007233875492490327,0.007101492059447878,0.007169486683160142,15.14080639405444,0.007232658264995306,0.007356660090477751,,,,
2,4.202337210840184,4.202337210840184,3.9475090817694185,3.789414222059272,3.547986651056669,0.0083651995789265,0.0098808644431207,0.0103913804046751,0.0090083880202936,0.0075884755406465665,0.00788451876008589,0.007541725498436236,4.202337210840184,0.008100701304905478,0.007364999148916029,,,,
3,1.1237520334032551,1.1237520334032551,1.0485963364861686,1.0031215570972725,0.933771069636756,0.0099931631981574,0.0099698662724174,0.0099698632748587,0.0103901941297453,0.009969823898464236,0.009969825500069307,0.009969818684845477,1.0485963364861686,0.00996982057968121,0.009969818037295464,0.009969820512241157,0.0099698194205039,,
4,0.3096766359264535,0.3096766359264535,0.2882204131608896,0.2750614728896792,0.2550857592833657,0.0127219870089427,0.0137884051788078,0.0141042525517529,0.0127234938702419,0.012719999999983855,0.012719999999983855,0.012719999999983855,0.2750614728896792,0.01271999999998974,0.012719999999989073,,,,
5,96.3677100883937,96.3677100883937,91.4748407264935,88.43249010737598,83.77943612061623,0.0045010879590484,0.0065137626463194,0.0066599723184412,0.0077824139167751,0.005599566421790603,0.005066904628880042,0.0048612762046895686,96.3677100883937,0.00436672713578834,0.00435547511209966,,,,
6,24.910593631133633,24.910593631133633,23.4160815315743,22.522171307340265,21.16336517556334,0.0082759969860599,0.0070595424117796,0.0064153516842644,0.0071628024247328,0.006309592073297288,0.006080366703617335,0.005775941170493404,24.910593631133633,0.006075558811093007,0.00560926009399576,0.005102620487630993,0.004630956919999263,0.005126603109877767,0.003774773826781916
7,6.427431168576379,6.427431168576379,5.989455179991189,5.726934266392751,5.332507983356419,0.0066694165963496,0.0088613270049066,0.0094838586428063,0.0105934795477756,0.0065776014460213195,0.006298898249060936,0.0067057490809897535,5.849491026949677,0.006562975602653176,0.006350587324102541,,,,
8,1.6782738892039424,1.6782738892039424,1.5507035570288985,1.4761070816318551,1.363930110153597,0.0089406421845026,0.0080099999999949,0.0080099999999948,0.0095750789855557,0.008009999999993522,0.008009999999990636,0.008009999999990747,1.4446622128319626,0.008009999999993411,0.008009999999993633,0.008009999999992856,0.008009999999993744,,
9,0.4670565741882759,0.4670565741882759,0.4280521867207004,0.4056921176360565,0.3725704354609116,0.0140347132432324,0.0100532822095659,0.0100520120391578,0.0100499243885705,0.010048787291492167,0.010048797395204256,0.010048807755900335,0.4056921176360565,0.010048760268461798,0.010048771798609968,0.01004875203542488,0.010048731014566603,0.010048744750584482,0.010048723666424286
10,69.3721851998416,69.3721851998416,65.47044064444354,63.088566948295394,59.49956190439139,0.0064561093580014,0.0086248829160848,0.0105731547018923,0.0094131686514709,0.007526791619658857,0.006776329920002211,0.007215180952399813,69.3721851998416,0.006946149846501548,0.006199282807544337,,,,
11,17.442214413404848,17.442214413404848,16.244872192977397,15.56901828701402,14.562697887930302,0.0092913335536046,0.0072411297736031,0.0091403684330245,0.0123881395161758,0.008525145990548079,0.00825435023861329,0.007958953755302076,16.68930231863228,0.007620767281621532,0.007241129773603139,0.007137999357224034,0.00748126869717991,,
12,4.405970250088933,4.405970250088933,4.07721508207107,3.88571961435009,3.6014472107411017,0.0128771816654181,0.0113792258834531,0.0116782948112228,0.0080460538320349,0.009450526395429981,0.008945053454335092,0.008715974239114993,3.80578356535219,0.008487519102521802,0.008046053832034938,0.0076399748108295015,0.007702824940534259,0.007468981525902807,0.007817472791227353
13,1.170050214515642,1.170050214515642,1.0752269392406717,1.0210027729816027,0.940476820712832,0.0076328490459061,0.0095482935808683,0.0107937165823418,0.0118407187329558,0.005623748835067555,0.005780934794842159,0.005191591846703751,1.0752269392406717,0.006075339884779929,0.005299777408017584,,,,
14,0.3664721816000736,0.3664721816000736,0.3342491417398202,0.3161439464410394,0.28957888239418,0.0129474508865838,0.0112826679900098,0.0100337483181943,0.0100248601559073,0.00879049363571327,0.00852880629771574,0.007934500138998143,0.3161439464410394,0.0076751085943452535,0.007074666528858131,0.007100616862645848,0.00729442636780081,0.006951780435222155,0.006948129171156503
